city,street,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
SACRAMENTO,191 BARNHART CIR,95835,CA,4,2,2605,Residential,Fri May 16 00:00:00 EDT 2008,257200,38.675594,-121.515878
ORANGEVALE,6221 GREEN TOP WAY,95662,CA,3,2,1196,Residential,Fri May 16 00:00:00 EDT 2008,260000,38.679409,-121.21910700000001
LINCOLN,2298 PRIMROSE LN,95648,CA,3,2,1621,Residential,Fri May 16 00:00:00 EDT 2008,260000,38.89918,-121.32251399999998
SACRAMENTO,5635 LOS PUEBLOS WAY,95835,CA,3,2,1811,Residential,Fri May 16 00:00:00 EDT 2008,263500,38.679190999999996,-121.537622
ELK GROVE,10165 LOFTON WAY,95757,CA,3,2,1540,Residential,Fri May 16 00:00:00 EDT 2008,266510,38.387708,-121.436522
LINCOLN,1251 GREEN RAVINE DR,95648,CA,4,2,0,Residential,Fri May 16 00:00:00 EDT 2008,267750,38.88156,-121.30134299999999
PLACERVILLE,6001 SHOO FLY RD,95667,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,270000,38.813546,-120.80925400000001
ROSEVILLE,3040 PARKHAM DR,95747,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,271000,38.770835,-121.366996
EL DORADO HILLS,2674 TAM O SHANTER DR,95762,CA,4,2,0,Residential,Fri May 16 00:00:00 EDT 2008,272700,38.695801,-121.07921599999999
SHINGLE SPRINGS,6007 MARYBELLE LN,95682,CA,0,0,0,Unkown,Fri May 16 00:00:00 EDT 2008,275000,38.64347,-120.88818300000001
ELK GROVE,9949 NESTLING CIR,95757,CA,3,2,1543,Residential,Fri May 16 00:00:00 EDT 2008,275000,38.397455,-121.468391
SACRAMENTO,2915 HOLDREGE WAY,95835,CA,5,3,2494,Residential,Fri May 16 00:00:00 EDT 2008,276000,38.663728000000006,-121.525833
LINCOLN,2678 BRIARTON DR,95648,CA,3,2,1650,Residential,Fri May 16 00:00:00 EDT 2008,276500,38.844116,-121.27480600000001
GALT,294 SPARROW DR,95632,CA,4,3,2214,Residential,Fri May 16 00:00:00 EDT 2008,278000,38.258976000000004,-121.321266
SACRAMENTO,2987 DIORITE WAY,95835,CA,5,3,2280,Residential,Fri May 16 00:00:00 EDT 2008,279000,38.667332,-121.528276
CARMICHAEL,6326 APPIAN WAY,95608,CA,3,2,1443,Residential,Fri May 16 00:00:00 EDT 2008,280000,38.662659999999995,-121.31685800000001
CITRUS HEIGHTS,6905 COBALT WAY,95621,CA,4,2,1582,Residential,Fri May 16 00:00:00 EDT 2008,280000,38.691393,-121.30521499999999
ELK GROVE,8986 HAFLINGER WAY,95757,CA,3,2,1857,Residential,Fri May 16 00:00:00 EDT 2008,285000,38.397923,-121.45021899999999
ELK GROVE,2916 BABSON DR,95758,CA,3,2,1735,Residential,Fri May 16 00:00:00 EDT 2008,288000,38.417190999999995,-121.473897
ELK GROVE,10133 NEBBIOLO CT,95624,CA,4,3,2096,Residential,Fri May 16 00:00:00 EDT 2008,289000,38.391085,-121.34723100000001
SACRAMENTO,1103 COMMONS DR,95825,CA,3,2,1720,Residential,Fri May 16 00:00:00 EDT 2008,290000,38.567865000000005,-121.410699
ANTELOPE,4636 TEAL BAY CT,95843,CA,4,2,2160,Residential,Fri May 16 00:00:00 EDT 2008,290000,38.704553999999995,-121.354753
SACRAMENTO,1524 YOUNGS AVE,95838,CA,4,2,1382,Residential,Fri May 16 00:00:00 EDT 2008,293996,38.644927,-121.43054
PLACERVILLE,865 CONRAD CT,95667,CA,3,2,0,Residential,Fri May 16 00:00:00 EDT 2008,294000,38.729993,-120.802458
ELK GROVE,8463 TERRACOTTA CT,95624,CA,4,2,1721,Residential,Fri May 16 00:00:00 EDT 2008,294173,38.450548,-121.36300200000001
LOOMIS,5747 KING RD,95650,CA,4,2,1328,Residential,Fri May 16 00:00:00 EDT 2008,295000,38.825096,-121.19843200000001
ELK GROVE,8253 KEEGAN WAY,95624,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,298000,38.446286,-121.40081699999999
ELK GROVE,9204 TROUT WAY,95624,CA,4,2,1982,Residential,Fri May 16 00:00:00 EDT 2008,298000,38.422221,-121.375799
SACRAMENTO,1828 2ND AVE,95818,CA,2,1,1144,Residential,Fri May 16 00:00:00 EDT 2008,299000,38.556844,-121.490769
SACRAMENTO,1113 COMMONS DR,95825,CA,2,2,1623,Residential,Fri May 16 00:00:00 EDT 2008,300000,38.567795000000004,-121.410703
COOL,2341 BIG STRIKE TRL,95614,CA,3,2,1457,Residential,Fri May 16 00:00:00 EDT 2008,300000,38.905927,-120.975169
ELK GROVE,9452 RED SPRUCE WAY,95624,CA,6,3,2555,Residential,Fri May 16 00:00:00 EDT 2008,300000,38.404505,-121.346938
ROCKLIN,5776 TERRACE DR,95765,CA,3,2,1577,Residential,Fri May 16 00:00:00 EDT 2008,300567,38.800539,-121.260979
ELK GROVE,5908 MCLEAN DR,95757,CA,5,3,2592,Residential,Fri May 16 00:00:00 EDT 2008,303000,38.38912,-121.434389
CITRUS HEIGHTS,8215 PEREGRINE WAY,95610,CA,3,2,1401,Residential,Fri May 16 00:00:00 EDT 2008,305000,38.715493,-121.26293000000001
LINCOLN,1104 HILLSDALE LN,95648,CA,4,2,0,Residential,Fri May 16 00:00:00 EDT 2008,306000,38.865017,-121.32302
CARMICHAEL,2949 PANAMA AVE,95608,CA,3,2,1502,Residential,Fri May 16 00:00:00 EDT 2008,310000,38.618369,-121.326187
FOLSOM,1356 HARTLEY WAY,95630,CA,3,2,1327,Residential,Fri May 16 00:00:00 EDT 2008,310000,38.651617,-121.131674
ROSEVILLE,633 HANISCH DR,95678,CA,4,3,1800,Residential,Fri May 16 00:00:00 EDT 2008,310000,38.763490000000004,-121.27588100000001
SACRAMENTO,63 ANGEL ISLAND CIR,95831,CA,4,2,2169,Residential,Fri May 16 00:00:00 EDT 2008,311518,38.490408,-121.54766399999998
LINCOLN,1571 WILD OAK LN,95648,CA,5,3,2457,Residential,Fri May 16 00:00:00 EDT 2008,312000,38.844144,-121.274174
RANCHO CORDOVA,5222 COPPER SUNSET WAY,95742,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,313000,38.529181,-121.224755
ORANGEVALE,5601 SPINDRIFT LN,95662,CA,4,2,2004,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.668289,-121.19231599999999
ROSEVILLE,652 FIFTEEN MILE DR,95678,CA,4,3,2212,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.775872,-121.298864
ANTELOPE,7921 DOE TRAIL WAY,95843,CA,5,3,3134,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.711927,-121.343608
SACRAMENTO,4204 LUSK DR,95864,CA,3,2,1360,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.606569,-121.368424
ROCKLIN,5321 DELTA DR,95765,CA,4,2,0,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.815493,-121.26290800000001
SACRAMENTO,5608 ROSEDALE WAY,95822,CA,3,2,1276,Residential,Fri May 16 00:00:00 EDT 2008,320000,38.525115,-121.518689
SACRAMENTO,3372 BERETANIA WAY,95834,CA,4,3,2962,Residential,Fri May 16 00:00:00 EDT 2008,322000,38.649770000000004,-121.53448
ROCKLIN,2422 STEFANIE DR,95765,CA,4,2,1888,Residential,Fri May 16 00:00:00 EDT 2008,325000,38.82273,-121.26423999999999
ROSEVILLE,3232 PARKHAM DR,95747,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,325500,38.772821,-121.36482099999999
ROSEVILLE,448 ELMWOOD CT,95678,CA,3,2,0,Residential,Fri May 16 00:00:00 EDT 2008,326951,38.771916999999995,-121.30443899999999
GALT,1214 DAWNWOOD DR,95632,CA,3,2,1548,Residential,Fri May 16 00:00:00 EDT 2008,328370,38.290119,-121.286023
LINCOLN,1440 EMERALD LN,95648,CA,2,2,0,Residential,Fri May 16 00:00:00 EDT 2008,330000,38.861864000000004,-121.267478
RANCHO CORDOVA,3349 CORVINA DR,95670,CA,4,3,2109,Residential,Fri May 16 00:00:00 EDT 2008,330000,38.580545,-121.279016
SACRAMENTO,10254 JULIANA WAY,95827,CA,4,2,2484,Residential,Fri May 16 00:00:00 EDT 2008,331200,38.56803,-121.30996599999999
SACRAMENTO,149 OPUS CIR,95834,CA,4,3,2258,Residential,Fri May 16 00:00:00 EDT 2008,332000,38.6354,-121.53499
SACRAMENTO,580 REGENCY PARK CIR,95835,CA,3,3,2212,Residential,Fri May 16 00:00:00 EDT 2008,334000,38.674864,-121.4958
ORANGEVALE,5544 CAMAS CT,95662,CA,3,2,1616,Residential,Fri May 16 00:00:00 EDT 2008,335000,38.667703,-121.209456
SACRAMENTO,5102 ARCHCREST WAY,95835,CA,4,2,2372,Residential,Fri May 16 00:00:00 EDT 2008,341000,38.668409999999994,-121.49463899999999
ROCKLIN,5725 BALFOR RD,95765,CA,5,3,2606,Residential,Fri May 16 00:00:00 EDT 2008,346375,38.807815999999995,-121.270008
ROSEVILLE,7697 ROSEHALL DR,95678,CA,5,3,0,Residential,Fri May 16 00:00:00 EDT 2008,347225,38.79218,-121.28595
ELK GROVE,4821 HUTSON WAY,95757,CA,5,3,2877,Residential,Fri May 16 00:00:00 EDT 2008,349000,38.386239,-121.448159
ANTELOPE,4509 WINJE DR,95843,CA,3,2,2960,Residential,Fri May 16 00:00:00 EDT 2008,350000,38.709513,-121.359357
LINCOLN,1965 LAURELHURST LN,95648,CA,2,2,0,Residential,Fri May 16 00:00:00 EDT 2008,350000,38.853869,-121.27174199999999
ROSEVILLE,6709 ROSE BRIDGE DR,95678,CA,3,2,2172,Residential,Fri May 16 00:00:00 EDT 2008,350000,38.792460999999996,-121.27571100000002
ROSEVILLE,281 SPYGLASS HL,95678,CA,3,2,2100,Condo,Fri May 16 00:00:00 EDT 2008,350000,38.762153000000005,-121.283451
SACRAMENTO,7709 RIVER VILLAGE DR,95831,CA,3,2,1795,Residential,Fri May 16 00:00:00 EDT 2008,351000,38.483212,-121.54019
EL DORADO HILLS,4165 BRISBANE CIR,95762,CA,3,2,0,Residential,Fri May 16 00:00:00 EDT 2008,356200,38.686067,-121.07341299999999
ROSEVILLE,506 BEDFORD CT,95661,CA,4,2,2295,Residential,Fri May 16 00:00:00 EDT 2008,360000,38.733985,-121.23676599999999
ROSEVILLE,9048 PINTO CANYON WAY,95747,CA,4,3,2577,Residential,Fri May 16 00:00:00 EDT 2008,367463,38.792493,-121.33189899999999
ROSEVILLE,2274 IVY BRIDGE DR,95747,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,375000,38.778560999999996,-121.362008
WALNUT GROVE,14004 WALNUT AVE,95690,CA,3,1,1727,Residential,Fri May 16 00:00:00 EDT 2008,380000,38.247659000000006,-121.515129
ELK GROVE,6905 FRANKFORT CT,95758,CA,3,2,1485,Residential,Fri May 16 00:00:00 EDT 2008,380578,38.429139,-121.42344399999999
CARMICHAEL,3621 WINTUN DR,95608,CA,3,2,1655,Residential,Fri May 16 00:00:00 EDT 2008,386222,38.629929,-121.323086
LINCOLN,201 KIRKLAND CT,95648,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,389000,38.867125,-121.31908500000002
RANCHO CORDOVA,12075 APPLESBURY CT,95742,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,390000,38.5357,-121.2249
ROSEVILLE,1975 SIDESADDLE WAY,95661,CA,3,2,2049,Residential,Fri May 16 00:00:00 EDT 2008,395500,38.737871999999996,-121.249025
RANCHO CORDOVA,5420 ALMOND FALLS WAY,95742,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,396000,38.527384000000005,-121.233531
ELK GROVE,9677 PILLITERI CT,95757,CA,5,3,2875,Residential,Fri May 16 00:00:00 EDT 2008,397000,38.405571,-121.445186
LINCOLN,1515 EL CAMINO VERDE DR,95648,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,400000,38.904869,-121.32075
EL DORADO HILLS,556 PLATT CIR,95762,CA,4,2,2199,Residential,Fri May 16 00:00:00 EDT 2008,400000,38.656299,-121.079783
ROSEVILLE,1792 DIAMOND WOODS CIR,95747,CA,4,3,0,Residential,Fri May 16 00:00:00 EDT 2008,412500,38.808581,-121.32785
SACRAMENTO,1124 PERKINS WAY,95818,CA,2,1,1304,Residential,Fri May 16 00:00:00 EDT 2008,413500,38.551611,-121.50443700000001
CARMICHAEL,4748 SALEM WAY,95608,CA,3,2,2334,Residential,Fri May 16 00:00:00 EDT 2008,415000,38.634111,-121.353376
AUBURN,1484 RADCLIFFE WAY,95603,CA,4,3,2278,Residential,Fri May 16 00:00:00 EDT 2008,420454,38.935579,-121.07901799999999
SACRAMENTO,51 AIKEN WAY,95819,CA,3,1,1493,Residential,Fri May 16 00:00:00 EDT 2008,425000,38.579326,-121.44252
CAMERON PARK,2818 KNOLLWOOD DR,95682,CA,3,2,0,Residential,Fri May 16 00:00:00 EDT 2008,425000,38.669805,-120.999007
LINCOLN,1536 STONEY CROSS LN,95648,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,433500,38.860007,-121.310946
ROSEVILLE,509 CASTILLIAN CT,95747,CA,5,3,0,Residential,Fri May 16 00:00:00 EDT 2008,438000,38.804773,-121.341195
FOLSOM,700 HUNTER PL,95630,CA,5,3,2787,Residential,Fri May 16 00:00:00 EDT 2008,441000,38.660509999999995,-121.16368899999999
SACRAMENTO,1240 FAY CIR,95831,CA,5,3,2824,Residential,Fri May 16 00:00:00 EDT 2008,445000,38.506371,-121.51445600000001
FOLSOM,1113 SANDWICK WAY,95630,CA,4,3,3261,Residential,Fri May 16 00:00:00 EDT 2008,446000,38.673882,-121.10507700000001
SACRAMENTO,3108 DELWOOD WAY,95821,CA,4,2,2053,Residential,Fri May 16 00:00:00 EDT 2008,450000,38.621565999999994,-121.37088200000001
ROSEVILLE,3212 CORNICHE LN,95661,CA,4,3,2379,Residential,Fri May 16 00:00:00 EDT 2008,455000,38.750577,-121.232768
EL DORADO HILLS,2159 BECKETT DR,95762,CA,3,2,0,Residential,Fri May 16 00:00:00 EDT 2008,460000,38.680092,-121.03646699999999
PLACERVILLE,4320 FOUR SEASONS RD,95667,CA,3,2,0,Residential,Fri May 16 00:00:00 EDT 2008,475000,38.690867,-120.69364099999999
GARDEN VALLEY,6401 MARSHALL RD,95633,CA,3,2,0,Residential,Fri May 16 00:00:00 EDT 2008,490000,38.84255,-120.8754
EL DORADO HILLS,2089 BECKETT DR,95762,CA,4,2,0,Residential,Fri May 16 00:00:00 EDT 2008,493000,38.681778,-121.03583799999998
EL DORADO HILLS,6196 EDGEHILL DR,95762,CA,5,4,0,Residential,Fri May 16 00:00:00 EDT 2008,508000,38.676131,-121.038931
ROSEVILLE,200 HILLSFORD CT,95747,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,511000,38.780051,-121.37871799999999
FAIR OAKS,8217 PLUMERIA AVE,95628,CA,3,2,3173,Residential,Fri May 16 00:00:00 EDT 2008,525000,38.650735,-121.258628
EL DORADO HILLS,4841 VILLAGE GREEN DR,95762,CA,4,3,0,Residential,Fri May 16 00:00:00 EDT 2008,533000,38.664066,-121.056735
SACRAMENTO,3863 LAS PASAS WAY,95864,CA,3,1,1348,Residential,Fri May 16 00:00:00 EDT 2008,545000,38.588936,-121.37360600000001
AUBURN,820 DANA CT,95603,CA,4,3,0,Residential,Fri May 16 00:00:00 EDT 2008,560000,38.865246,-121.09486899999999
SACRAMENTO,1165 37TH ST,95816,CA,2,1,1252,Residential,Fri May 16 00:00:00 EDT 2008,575000,38.568438,-121.457854
FOLSOM,203 CASCADE FALLS DR,95630,CA,4,3,3229,Residential,Fri May 16 00:00:00 EDT 2008,575000,38.703962,-121.1871
SACRAMENTO,9880 IZILDA CT,95829,CA,5,4,3863,Residential,Fri May 16 00:00:00 EDT 2008,598695,38.45326,-121.32573000000001
ROSEVILLE,1800 AVONDALE DR,95747,CA,5,3,0,Residential,Fri May 16 00:00:00 EDT 2008,600000,38.798448,-121.344054
ROCKLIN,4620 BROMWICH CT,95677,CA,4,3,0,Residential,Fri May 16 00:00:00 EDT 2008,600000,38.772672,-121.22023200000001
GRANITE BAY,620 KESWICK CT,95746,CA,4,3,2356,Residential,Fri May 16 00:00:00 EDT 2008,600000,38.732096000000006,-121.21914199999999
ROCKLIN,4478 GREENBRAE RD,95677,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,600000,38.781134,-121.222801
ROSEVILLE,8432 BRIGGS DR,95747,CA,5,3,3579,Residential,Fri May 16 00:00:00 EDT 2008,610000,38.78861,-121.339495
EL DORADO HILLS,200 CRADLE MOUNTAIN CT,95762,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,622500,38.6478,-121.0309
EL DORADO HILLS,2065 IMPRESSIONIST WAY,95762,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,680000,38.682961,-121.033253
EL DORADO HILLS,2982 ABERDEEN LN,95762,CA,4,3,0,Residential,Fri May 16 00:00:00 EDT 2008,879000,38.706692,-121.058869
WILTON,9401 BARREL RACER CT,95693,CA,4,3,4400,Residential,Fri May 16 00:00:00 EDT 2008,884790,38.415298,-121.19485800000001
LINCOLN,3720 VISTA DE MADERA,95648,CA,3,3,0,Residential,Fri May 16 00:00:00 EDT 2008,1551,38.851645,-121.231742
SLOUGHHOUSE,14151 INDIO DR,95683,CA,3,4,5822,Residential,Fri May 16 00:00:00 EDT 2008,2000,38.490446999999996,-121.129337
SACRAMENTO,7401 TOULON LN,95828,CA,4,2,1512,Residential,Thu May 15 00:00:00 EDT 2008,56950,38.488628000000006,-121.387759
SACRAMENTO,9127 NEWHALL DR Unit 34,95826,CA,1,1,611,Condo,Thu May 15 00:00:00 EDT 2008,60000,38.542419,-121.359904
SACRAMENTO,5937 BAMFORD DR,95823,CA,2,1,876,Residential,Thu May 15 00:00:00 EDT 2008,61000,38.471139,-121.432255
SACRAMENTO,5672 HILLSDALE BLVD,95842,CA,2,1,933,Condo,Thu May 15 00:00:00 EDT 2008,62000,38.670466999999995,-121.359799
SACRAMENTO,3920 39TH ST,95820,CA,2,1,864,Residential,Thu May 15 00:00:00 EDT 2008,68566,38.539213000000004,-121.46393
SACRAMENTO,701 JESSIE AVE,95838,CA,2,1,1011,Residential,Thu May 15 00:00:00 EDT 2008,70000,38.643978000000004,-121.44956200000001
SACRAMENTO,83 ARCADE BLVD,95815,CA,4,2,1158,Residential,Thu May 15 00:00:00 EDT 2008,80000,38.618716,-121.466327
SACRAMENTO,601 REGGINALD WAY,95838,CA,3,2,1092,Residential,Thu May 15 00:00:00 EDT 2008,85500,38.64472,-121.452228
SACRAMENTO,550 DEL VERDE CIR,95833,CA,2,1,956,Condo,Thu May 15 00:00:00 EDT 2008,92000,38.627146999999994,-121.500799
SACRAMENTO,4113 DAYSTAR CT,95824,CA,2,2,1139,Residential,Thu May 15 00:00:00 EDT 2008,93600,38.520469,-121.458606
SACRAMENTO,7374 TISDALE WAY,95822,CA,3,1,1058,Residential,Thu May 15 00:00:00 EDT 2008,95000,38.488238,-121.47256100000001
SACRAMENTO,3348 RIO LINDA BLVD,95838,CA,3,2,1040,Residential,Thu May 15 00:00:00 EDT 2008,97750,38.628842,-121.446127
SACRAMENTO,3935 LIMESTONE WAY,95823,CA,3,2,1354,Residential,Thu May 15 00:00:00 EDT 2008,104000,38.484374,-121.46315700000001
NORTH HIGHLANDS,6208 GRATTAN WAY,95660,CA,3,1,1051,Residential,Thu May 15 00:00:00 EDT 2008,105000,38.679279,-121.37661499999999
SACRAMENTO,739 E WOODSIDE LN Unit E,95825,CA,1,1,682,Condo,Thu May 15 00:00:00 EDT 2008,107666,38.578675,-121.409951
SACRAMENTO,4225 46TH AVE,95824,CA,3,1,1161,Residential,Thu May 15 00:00:00 EDT 2008,109000,38.511893,-121.457676
SACRAMENTO,1434 BELL AVE,95838,CA,3,1,1004,Residential,Thu May 15 00:00:00 EDT 2008,110000,38.647397999999995,-121.432914
NORTH HIGHLANDS,5628 GEORGIA DR,95660,CA,3,1,1229,Residential,Thu May 15 00:00:00 EDT 2008,110000,38.669587,-121.379879
SACRAMENTO,7629 BETH ST,95832,CA,3,2,1249,Residential,Thu May 15 00:00:00 EDT 2008,112500,38.480126,-121.48786899999999
SACRAMENTO,2277 BABETTE WAY,95832,CA,3,2,1161,Residential,Thu May 15 00:00:00 EDT 2008,114800,38.479593,-121.48433999999999
SACRAMENTO,6561 WEATHERFORD WAY,95823,CA,3,1,1010,Residential,Thu May 15 00:00:00 EDT 2008,116000,38.465551,-121.42661000000001
CAMERON PARK,3035 ESTEPA DR Unit 5C,95682,CA,0,0,0,Condo,Thu May 15 00:00:00 EDT 2008,119000,38.681393,-120.99671299999999
SACRAMENTO,5136 CABOT CIR,95820,CA,4,2,1462,Residential,Thu May 15 00:00:00 EDT 2008,121500,38.528479,-121.411806
SACRAMENTO,7730 ROBINETTE RD,95828,CA,3,2,1269,Residential,Thu May 15 00:00:00 EDT 2008,122000,38.477090000000004,-121.410569
SACRAMENTO,87 LACAM CIR,95820,CA,2,2,1188,Residential,Thu May 15 00:00:00 EDT 2008,123675,38.532359,-121.41167
SACRAMENTO,1691 NOGALES ST,95838,CA,4,2,1570,Residential,Thu May 15 00:00:00 EDT 2008,126854,38.631925,-121.427775
SACRAMENTO,3118 42ND ST,95817,CA,3,2,1093,Residential,Thu May 15 00:00:00 EDT 2008,127059,38.546091,-121.45774499999999
SACRAMENTO,7517 50TH AVE,95828,CA,3,1,962,Residential,Thu May 15 00:00:00 EDT 2008,128687,38.507339,-121.41626699999999
SACRAMENTO,4071 EVALITA WAY,95823,CA,3,2,1089,Residential,Thu May 15 00:00:00 EDT 2008,129500,38.466388,-121.45886100000001
SACRAMENTO,7928 36TH AVE,95824,CA,3,2,1127,Residential,Thu May 15 00:00:00 EDT 2008,130000,38.52049,-121.411383
SACRAMENTO,6631 DEMARET DR,95822,CA,4,2,1309,Residential,Thu May 15 00:00:00 EDT 2008,131750,38.506382,-121.483574
RIO LINDA,7043 9TH AVE,95673,CA,2,1,970,Residential,Thu May 15 00:00:00 EDT 2008,132000,38.695589,-121.44413300000001
SACRAMENTO,97 KENNELFORD CIR,95823,CA,3,2,1144,Residential,Thu May 15 00:00:00 EDT 2008,134000,38.462376,-121.426556
RANCHO CORDOVA,2636 TRONERO WAY,95670,CA,3,1,1000,Residential,Thu May 15 00:00:00 EDT 2008,134000,38.593049,-121.30304
LINCOLN,1530 TOPANGA LN Unit 204,95648,CA,0,0,0,Condo,Thu May 15 00:00:00 EDT 2008,138000,38.88415,-121.27027700000001
ANTELOPE,3604 KODIAK WAY,95843,CA,3,2,1206,Residential,Thu May 15 00:00:00 EDT 2008,142000,38.706175,-121.379776
SACRAMENTO,2149 COTTAGE WAY,95825,CA,3,1,1285,Residential,Thu May 15 00:00:00 EDT 2008,143012,38.603593,-121.41701100000002
SACRAMENTO,8632 PRAIRIEWOODS DR,95828,CA,3,2,1543,Residential,Thu May 15 00:00:00 EDT 2008,145846,38.477563,-121.384382
WEST SACRAMENTO,612 STONE BLVD,95691,CA,2,1,884,Residential,Thu May 15 00:00:00 EDT 2008,147000,38.563084,-121.535579
SACRAMENTO,4180 12TH AVE,95817,CA,3,1,1019,Residential,Thu May 15 00:00:00 EDT 2008,148750,38.54117,-121.458129
SACRAMENTO,8025 ARROYO VISTA DR,95823,CA,4,2,1392,Residential,Thu May 15 00:00:00 EDT 2008,150000,38.46654,-121.41902900000001
SACRAMENTO,5754 WALERGA RD Unit 4,95842,CA,2,1,924,Condo,Thu May 15 00:00:00 EDT 2008,150454,38.672567,-121.35675400000001
SACRAMENTO,8 LA ROCAS CT,95823,CA,3,2,1217,Residential,Thu May 15 00:00:00 EDT 2008,151087,38.466159999999995,-121.448283
ANTELOPE,8636 LONGSPUR WAY,95843,CA,3,2,1670,Residential,Thu May 15 00:00:00 EDT 2008,157296,38.725873,-121.35856000000001
SACRAMENTO,1941 EXPEDITION WAY,95832,CA,3,2,1302,Residential,Thu May 15 00:00:00 EDT 2008,157500,38.473775,-121.49377700000001
SACRAMENTO,4351 TURNBRIDGE DR,95823,CA,3,2,1488,Residential,Thu May 15 00:00:00 EDT 2008,160000,38.502034,-121.456027
NORTH HIGHLANDS,6513 HOLIDAY WAY,95660,CA,3,2,1373,Residential,Thu May 15 00:00:00 EDT 2008,160000,38.685361,-121.376938
CITRUS HEIGHTS,8321 MISTLETOE WAY,95621,CA,4,2,1381,Residential,Thu May 15 00:00:00 EDT 2008,161250,38.717738,-121.308322
SACRAMENTO,5920 VALLEY GLEN WAY,95823,CA,3,2,1265,Residential,Thu May 15 00:00:00 EDT 2008,164000,38.462821000000005,-121.43313500000001
SACRAMENTO,2601 SAN FERNANDO WAY,95818,CA,2,1,881,Residential,Thu May 15 00:00:00 EDT 2008,165000,38.556178,-121.476256
WEST SACRAMENTO,501 POPLAR AVE,95691,CA,0,0,0,Residential,Thu May 15 00:00:00 EDT 2008,165000,38.584526000000004,-121.534609
SACRAMENTO,8008 SAINT HELENA CT,95829,CA,4,2,1608,Residential,Thu May 15 00:00:00 EDT 2008,165750,38.467012,-121.35996899999999
CITRUS HEIGHTS,6517 DONEGAL DR,95621,CA,3,1,1344,Residential,Thu May 15 00:00:00 EDT 2008,166000,38.681554,-121.31293400000001
SACRAMENTO,1001 RIO NORTE WAY,95834,CA,3,2,1202,Residential,Thu May 15 00:00:00 EDT 2008,169000,38.634291999999995,-121.485106
LINCOLN,604 P ST,95648,CA,3,2,1104,Residential,Thu May 15 00:00:00 EDT 2008,170000,38.893168,-121.305398
ROSEVILLE,10001 WOODCREEK OAKS BLVD Unit 815,95747,CA,2,2,0,Condo,Thu May 15 00:00:00 EDT 2008,170000,38.795528999999995,-121.328819
SACRAMENTO,7351 GIGI PL,95828,CA,4,2,1859,Multi-Family,Thu May 15 00:00:00 EDT 2008,170000,38.490606,-121.410173
SACRAMENTO,7740 DIXIE LOU ST,95832,CA,3,2,1232,Residential,Thu May 15 00:00:00 EDT 2008,170000,38.475853,-121.47703899999999
SACRAMENTO,7342 DAVE ST,95828,CA,3,1,1638,Residential,Thu May 15 00:00:00 EDT 2008,170725,38.490821999999994,-121.40164299999999
SACRAMENTO,7687 HOWERTON DR,95831,CA,2,2,1177,Residential,Thu May 15 00:00:00 EDT 2008,171750,38.480859,-121.539745
SACRAMENTO,26 KAMSON CT,95833,CA,3,2,1582,Residential,Thu May 15 00:00:00 EDT 2008,172000,38.622794,-121.499173
SACRAMENTO,7045 PEEVEY CT,95823,CA,2,2,904,Residential,Thu May 15 00:00:00 EDT 2008,173056,38.502254,-121.451444
ELK GROVE,8916 GABLES MILL PL,95758,CA,3,2,1340,Residential,Thu May 15 00:00:00 EDT 2008,174000,38.433919,-121.422347
SACRAMENTO,1140 EDMONTON DR,95833,CA,3,2,1204,Residential,Thu May 15 00:00:00 EDT 2008,174250,38.62457,-121.48691299999999
ELK GROVE,8879 APPLE PEAR CT,95624,CA,4,2,1477,Residential,Thu May 15 00:00:00 EDT 2008,176850,38.44574,-121.3725
SACRAMENTO,9 WIND CT,95823,CA,4,2,1497,Residential,Thu May 15 00:00:00 EDT 2008,179500,38.45073,-121.42752800000001
FAIR OAKS,8570 SHERATON DR,95628,CA,3,1,960,Residential,Thu May 15 00:00:00 EDT 2008,185000,38.667254,-121.24070800000001
LINCOLN,1550 TOPANGA LN Unit 207,95648,CA,0,0,0,Condo,Thu May 15 00:00:00 EDT 2008,188000,38.884170000000005,-121.270222
SACRAMENTO,1080 RIO NORTE WAY,95834,CA,3,2,1428,Residential,Thu May 15 00:00:00 EDT 2008,188700,38.634335,-121.486098
